"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"6577","Normal/Others","WS/MP071/2024-2025/149064-Construction of community centers and community halls","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Bhagaduttapur Kala-Kristi Bikash Kendra, Kahilipara (Phase II)","22-Oct-2024","794000","30-Jan-2025"
"6578","Normal/Others","WS/MP071/2024-2025/149065-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Sangbadik Colony Road (Phase II)","22-Oct-2024","780000","30-Jan-2025"
"6579","Normal/Others","WS/MP071/2024-2025/149066-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Kali Mandir Road at Maligaon (Phase II)","22-Oct-2024","790000","30-Jan-2025"
"6580","Normal/Others","WS/MP834/2025-2026/149092-Installing community drinking water plants","Karnataka","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","installation of water treatment plant and construction of building","23-Oct-2024","497659","09-Sep-2025"
"6581","Normal/Others","WS/MP834/2026-2027/149093-Construction of public libraries and reading rooms","Karnataka","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","construction of digital library building at Pandit Nehru High School premises","23-Oct-2024","500000","30-Jun-2026"
"6582","Normal/Others","WS/MP197/2024-2025/149134-Lighting of public spaces","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Neeraj Shekhar (2020-26) (2020-2026)","Elected MP","A sum of Rs 1,21,50,000/- has been recommended for installation of 50 Semi L.E.D. high mask light (with six lights) at various places.  Please take necessary action to get these installed. The list of lights is attached.","23-Oct-2024","12150000","18-Nov-2024"
"6583","Normal/Others","WS/MP846/2025-2026/149135-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at ST Colony Kokiya thanda in Banjeru Village Maddimalla (v),  Veernapally(m)","23-Oct-2024","500000","17-Feb-2026"
"6584","Normal/Others","WS/MP846/2025-2026/149136-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Rajaka Colony Cheerlavancha (v) Thangallapally (m)","23-Oct-2024","500000","17-Feb-2026"
"6585","Normal/Others","WS/MP846/2025-2026/149140-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Voddera Colony near Velpula Raju / Chandraiah (H) Jillella (v) Thangallapally (m)","23-Oct-2024","500000","17-Feb-2026"
"6586","Normal/Others","WS/MP846/2025-2026/149143-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Rajaka Colony near water plant at Thimmalakunta Mandepalli (v) Thangallapally (m)","23-Oct-2024","500000","17-Feb-2026"
"6587","Normal/Others","WS/MP846/2025-2026/149145-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Mudiraj Colony Adavipadira (v) Veernapally (m)","23-Oct-2024","500000","17-Feb-2026"
"6588","Normal/Others","WS/MP846/2025-2026/149147-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at BC Sangam Colony Garjanapally(v) Veernapally (m)","23-Oct-2024","500000","17-Feb-2026"
"6589","Normal/Others","NA-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","B/w of Gram Panchayat Building at Banjeru (V) Veernapally (m)","23-Oct-2024","500000","NA"
"6590","Normal/Others","WS/MP846/2025-2026/149150-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at SC(Madiga) Colony before Kunta Ramulu (H) Bandalingampalli (v) Yellaerddypet (m)","23-Oct-2024","500000","17-Feb-2026"
"6591","Normal/Others","WS/MP846/2025-2026/149152-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall Hall at Mandala Reddy Colony beside Kummari Sangam Building at SC Colony Yellareddypet (v) Yellareddypet (m)","23-Oct-2024","1000000","17-Feb-2026"
"6592","Normal/Others","WS/MP846/2025-2026/149154-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Budigajangala Colony (SC) Boppapur (v), Yellareddypet (m)","23-Oct-2024","500000","17-Feb-2026"
"6593","Normal/Others","WS/MP846/2025-2026/149157-Construction of community centers and community halls","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Comm Hall at Vishwabrahmana Colony Rajannapet (v) Yellaerddypet (m)","23-Oct-2024","500000","17-Feb-2026"
"6594","Normal/Others","WS/MP846/2025-2026/149161-Construction of public libraries and reading rooms","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o Reading Hall at Mudiraj Colony Venkatapur (v) Yellaerddypet (m)","23-Oct-2024","500000","17-Feb-2026"
"6595","Normal/Others","WS/MP145/2024-2025/149164-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CC BLOCK ROAD FROM GINDAD CHOWK TO SHASTRI SCHOOL, GRAM PANCHAYAT DAULATPURA, PS PIPRALI","23-Oct-2024","993664","04-Jan-2025"
"6596","Normal/Others","WS/MP145/2024-2025/149165-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","CC BLOCK ROAD DEVELOPMENT WORK FROM RATAN MALI'S HOUSE TO GOVT PRIMARY SCHOOL MAHANTO KI KOTHI, REWASA","23-Oct-2024","1499362","13-Dec-2024"
"6597","Normal/Others","WS/MP145/2024-2025/149166-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CC BLOCK ROAD WORK FROM GOVT PRIMARY SCHOOL TO MAHANTO KI KOTHI, REWASA","23-Oct-2024","999373","13-Dec-2024"
"6598","Normal/Others","WS/MP145/2024-2025/149167-Construction of common work sheds/ common covered sitting area","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","TIN SHED DEVELOPMENT WORK IN GOVT SR SECONDARY SCHOOL, SUJAWAS","23-Oct-2024","1739332","13-Dec-2024"
"6599","Repair and Renovation","WS/MP18282/2024-2025/149168-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Sikkim","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Dorjee Tshering Lepcha (2024-30) (2024-2030)","Elected MP","Painting and Minor renovations of Primary Health Center, Pakyong","23-Oct-2024","300000","24-Dec-2024"
"6600","Normal/Others","WS/MP145/2024-2025/149173-Construction of roads, link roads, pathways or any other road with or without drainage system","Rajasthan","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","Shri Ghanshyam Tiwari (2022-28) (2022-2028)","Elected MP","Road Development work from Raghunathpura Road to Khood Mandota, Gram Panchyat Mandota, Panchayat Samiti Dhod","23-Oct-2024","997949","18-Jan-2025"
"6601","Normal/Others","WS/MP838/2024-2025/149181-Construction of community centers and community halls","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","Construction of Zilla Shahithya Bhavana","23-Oct-2024","500000","27-Feb-2025"
"6602","Normal/Others","WS/MP838/2024-2025/149183-Construction of rooms and halls in school and colleges","Karnataka","Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","Govt School Building Renovation","23-Oct-2024","494791","01-Feb-2025"
"6603","Normal/Others","WS/MP838/2024-2025/149184-Construction of rooms and halls in school and colleges","Karnataka","Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","Govt School Building Renovation","23-Oct-2024","491972","01-Feb-2025"
"6604","Normal/Others","WS/MP078/2024-2025/149200-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from the house of Smt Simro Devi upto the anganwari Kunna, G.P. Buni, Dev. Block Nadaun, District Hamirpur (H.P.)  Executing agency BDO, Nadaun.","23-Oct-2024","150000","26-Nov-2024"
"6605","Normal/Others","WS/MP078/2025-2026/149202-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","Construction of L/R from near the house of Sh. Dharam Singh with protection wall Village Cheyog, G.P. kandon Cheyog, Dev. Block Kamrau at Trilor Dhar, District Sirmour (H.P.) as per the recommendation of Sh. Baldev Tomar. Executing agency BDO, Kamrau at Trilor Dhar.","23-Oct-2024","200000","15-Oct-2025"
"6606","Normal/Others","WS/MP078/2024-2025/149203-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from main road Chandni to the house of Sh. Sagar Singh Village Manal, G.P. Bhajon, Dev. Block Kamrau at Trilor Dhar, District Sirmour as per the recommendation of Sh. Baldev Tomar. Executing agency BDO, Kamrau at Trilor Dhar.","23-Oct-2024","200000","13-Feb-2025"
"6607","Normal/Others","WS/MP846/2025-2026/149208-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road  from H.No.6-6-1 to 6-6-7 in Ward No.3 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6608","Normal/Others","WS/MP846/2025-2026/149210-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road  from H.No.7-1-29 to 7-1-18, H.No.7-1-15 to H.No.7-1-33 and H.No.7-1-25 to H.No.7-1-20 in Ward No.4 Sircilla Town","23-Oct-2024","500000","17-Feb-2026"
"6609","Normal/Others","WS/MP846/2025-2026/149212-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road from Muslim Comm Hall to Syed Ali House in Ward No.9 Sircilla Town","23-Oct-2024","500000","17-Feb-2026"
"6610","Normal/Others","WS/MP078/2024-2025/149213-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Himachal Pradesh","BILASPUR(DEPUTY COMMISSIONER, BILASPUR)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o Shamshan Ghat at village Kattal Soldha, G.P. Soldha, Dev. Block Sadar, District Bilaspur. Executing Agency BDO, Sadar Bilaspur","23-Oct-2024","300000","09-Dec-2024"
"6611","Normal/Others","WS/MP846/2025-2026/149214-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Drain from H.No.10-38 to 6-18, H.No.6-56 to 6-62, H.No.10-49/A/2 to VanamRaju (H) and C/o Slab Culvert near H.No.9-74 in Ward No.11 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6612","Normal/Others","WS/MP078/2024-2025/149216-Construction of culverts and bridges","Himachal Pradesh","BILASPUR(DEPUTY COMMISSIONER, BILASPUR)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o Pulley on nallah on link road to house of Sh. Chhota Ram and others in Kattal Palangari of Village Niharkhan Basla, G. P. Niharkhan Basla, Dev. Block Sadar Bilaspur, District Bilaspur (H.P.) Executing agency BDO, Sadar Bilaspur","23-Oct-2024","300000","09-Dec-2024"
"6613","Normal/Others","WS/MP846/2025-2026/149217-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Drain from NarmettaSwamy (H) to NagunuriPochavva (H), ThellaSrinivas (H) to Meenaiah (H), ManikyalaShekar (H) to Vasudev (H) and Shankaraiah (H) to SunkapakaSwamy (H) in Ward No.12 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6614","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Drain from NeelamSanthosh (H) to Backside of House bearing No. 3-8-71  and C/o CC Road from NeelamSanthosh (H) to backside of house bearing No.3-8-71 in Ward No.14 Sircilla Town","23-Oct-2024","500000","NA"
"6615","Normal/Others","WS/MP078/2024-2025/149220-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","BILASPUR(DEPUTY COMMISSIONER, BILASPUR)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from Sh. Naina Devi Ji Bhakhra main road to Village Sarni ,G.P. Saloa, Dev. Block Shri Naina Devi Ji, District Bilaspur (H.P.) Executing agency BDO, Shri Naina Devi Ji.","23-Oct-2024","300000","09-Dec-2024"
"6616","Normal/Others","WS/MP846/2025-2026/149221-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road from H.No.6-1-99 to 6-1-92, H.No.4-8-98 to H.No.4-8-115 in Ward No.16 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6617","Normal/Others","WS/MP846/2025-2026/149222-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road from H.No.7-6-28 to H.No.7-6-13 in Ward No.17 Sircilla Town","23-Oct-2024","500000","17-Feb-2026"
"6618","Normal/Others","WS/MP846/2025-2026/149223-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Drain and Culvert  from H.No.8-5-56 to Vennela Tiffin Centre in Ward No.18 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6619","Normal/Others","WS/MP846/2025-2026/149224-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road from H.No.9-3-108 to H.No.9-3-98/3 in Ward No.19 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6620","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Road & Drain from H.No.10-2-89 to Pochamma Temple and From H.No.10-1-117  line in Ward No.20 Sircilla Town","23-Oct-2024","500000","NA"
"6621","Normal/Others","WS/MP846/2025-2026/149226-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o CC Drain from KammariBalakishan (H) to BoddulaAilaiah (H), OgguSatyanarayana (H) to Rajalingam (H) in Ward No.22 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
"6622","Normal/Others","WS/MP846/2025-2026/149230-Providing drains and gutters for public drainage","Telangana","RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","C/o  Drain From H.No.1-2-125 to GentyalaRamaiah Hotel and C/o CC Road from H.No. 1-1-55/1 to 1-1-30 in Ward No.23 Sircilla Town","23-Oct-2024","600000","17-Feb-2026"
